active_size dormant_size mut_rate_per_base genome_size gens dormancy_number replicates sub_rate evol_distance sub_rate_N evol_distance_N sub_rate_M evol_distance_M
100 100 0.001 100 10000 0 100 0.0 0.0 0.24 0.289246860609 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.33 0.43486387144 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.36 0.490444850555 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.42 0.615735414052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.31 0.399973859714 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.31 0.399973859714 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.34 0.452937035124 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.35 0.471456494567 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.44 0.662625681788 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.43 0.638814158052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.36 0.490444850555 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.32 0.417215998382 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.31 0.399973859714 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.43 0.638814158052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.33 0.43486387144 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.38 0.529927650669 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.26 0.319250861569 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.19 0.219102317101 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.29 0.366635037785 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.29 0.366635037785 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.42 0.615735414052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.49 0.794543681636 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.32 0.417215998382 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.24 0.289246860609 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.42 0.615735414052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.36 0.490444850555 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.38 0.529927650669 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.33 0.43486387144 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.46 0.712644212662 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.28 0.35050538387 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.17 0.192783827242 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.29 0.366635037785 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.18 0.205827634276 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.35 0.471456494567 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.42 0.615735414052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.49 0.794543681636 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.31 0.399973859714 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.21 0.246378050229 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.26 0.319250861569 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.36 0.490444850555 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.31 0.399973859714 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.37 0.509926465357 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.33 0.43486387144 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.3 0.383119217824 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.32 0.417215998382 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.32 0.417215998382 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.43 0.638814158052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.3 0.383119217824 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.39 0.55047688131 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.39 0.55047688131 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.31 0.399973859714 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.27 0.334715326971 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.44 0.662625681788 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.32 0.417215998382 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.34 0.452937035124 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.4 0.571605039035 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.27 0.334715326971 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.35 0.471456494567 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.35 0.471456494567 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.35 0.471456494567 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.24 0.289246860609 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.37 0.509926465357 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.43 0.638814158052 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.25 0.304098831081 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.32 0.417215998382 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.3 0.383119217824 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.25 0.304098831081 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.29 0.366635037785 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.31 0.399973859714 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.33 0.43486387144 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.39 0.55047688131 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.32 0.417215998382 0.0 0.0
100 100 0.001 100 10000 0 100 0.0 0.0 0.43 0.638814158052 0.0 0.0
